CD_ESTRUTURA_COMERCIAL;CD_DIA_CICLO;CD_SEMANA_CICLO;CD_CICLO;RB;PUNTOS
300000805;21;3;201514;1148.9;162
300000950;7;1;201615;15721.22;1464
300000443;14;2;201508;31629.59;5069
300001309;18;3;201716;13663.56;786
300001309;22;4;201709;11053.91;855
300000951;13;2;201517;6989.07;858
300000443;5;1;201517;5812.46;778
300000951;19;3;201802;5897.5;443
300000950;21;3;201704;2861.44;218
300000951;4;1;201505;4125.28;828
300000491;10;2;201612;34453.63;3118
300000491;2;1;201715;4501.2;331
300000805;3;1;201714;5790;420
300001309;8;2;201715;23473;1629
300000491;1;1;201704;15619.52;1310
300000805;;;201707;5152.27;231
300000805;12;2;201615;1668.7;143
300000443;4;1;201512;4278.28;645
300000443;5;1;201512;1870.93;305
300000805;19;3;201609;67333.51;6871
300000491;2;1;201801;8647.3;641
300000950;13;2;201511;112468.16;18745
300000805;;;201503;978;152
300000443;18;3;201507;12347.36;1714
300000805;5;1;201712;6805.78;562
300000805;2;1;201610;10967.6;1129
300000491;24;4;201609;1264.41;113
300000443;4;1;201610;9273.5;956
300000950;4;1;201605;8556.9;665
300000805;5;1;201605;19689.1;1996
300000805;6;1;201605;9422.96;930
300000950;;;201802;14409.62;970
300000951;26;4;201614;18707.1;1676
300000805;21;3;201614;7522.94;715
300000805;13;2;201703;9156.64;639
300000805;1;1;201507;10393.42;1567
300000443;12;2;201508;11473.66;1882
300000443;3;1;201605;13965.6;1400
300000951;10;2;201605;2927;268
300000950;10;2;201501;11237.47;2030
300000443;8;2;201501;938.98;184
300000443;10;2;201504;23783.85;4179
300000950;15;3;201508;31947.78;5134
300000950;2;1;201616;1738.79;158
300000805;3;1;201616;1309.7;119
300000805;2;1;201509;6876.82;1126
300000443;19;3;201513;7626.45;998
300001309;19;3;201715;7909.53;596
300000805;6;1;201608;4429.79;478
300000950;20;3;201504;12783.91;2379
300000805;16;3;201717;1750.37;131
300000491;5;1;201513;2156.21;244
300000951;16;3;201702;9011.12;781
300001309;3;1;201711;2905.8;235
300000951;19;3;201507;8239.55;1140
300000491;3;1;201510;3356.76;585
300000491;13;2;201701;9048.07;932
300000491;12;2;201701;5112;505
300000950;29;5;201614;4939.93;482
300000805;13;2;201616;4870.1;328
300000491;29;5;201705;2954.1;246
300000950;5;1;201605;2848.9;288
300000951;;;201506;2761.87;431
300000951;;;201705;1921.81;158
300000443;22;4;201616;301;14
300000951;2;1;201502;2622.2;459
300000443;18;3;201609;31646.48;3249
300000951;4;1;201610;2393.3;248
300000805;4;1;201704;3724.29;300
300000443;5;1;201703;2594.2;209
300000491;6;1;201611;10551.81;967
300000443;4;1;201611;8344.99;782
300000443;3;1;201617;929.7;83
300000805;5;1;201615;3246.6;296
300000805;2;1;201704;9622.76;793
300001309;1;1;201716;1520.4;114
300000951;22;4;201712;2713.31;230
300000951;;;201709;1464.73;128
300000950;5;1;201713;5400.5;414
300000951;;;201710;2882.47;254
300000951;4;1;201504;3209.49;566
300000805;5;1;201711;3373.3;271
300000491;24;4;201803;3462.91;264
300000491;19;3;201502;4862.72;908
300000805;19;3;201502;779.79;140
300000805;5;1;201501;4274.45;812
300000805;22;4;201803;1697.22;144
300000951;21;3;201706;270733.32;21199
300000491;18;3;201706;49313.21;3614
300000443;13;2;201516;28524.26;3584
300000951;20;3;201516;93247.95;11803
300000805;16;3;201610;31361.4;3199
300000443;3;1;201607;17818.66;1839
300000443;6;1;201607;172420.49;9770
300000805;3;1;201802;7237.33;536
300000491;21;3;201803;64688.27;4623
300000443;25;4;201714;30572.14;2303
300000805;28;4;201614;250997.53;24069
300000950;17;3;201508;56274.4;9246
300000950;10;2;201708;24436.89;2173
300000443;10;2;201503;35353.22;6670
300000491;11;2;201503;4611.09;815
300000951;19;3;201503;9456.32;1744
300000805;14;2;201503;26259.54;4924
300000951;20;3;201503;89670.52;16801
300000950;28;4;201502;93095.42;18136
300000951;14;2;201610;52141.52;5189
300000805;16;3;201706;48319.72;3902
300000805;17;3;201505;21687.62;3595
300000805;2;1;201614;17205.98;1582
300000951;21;3;201510;63679.28;10333
300000491;15;3;201510;30535.49;4894
300000443;14;2;201510;29818.39;4812
300000951;34;5;201614;96524.93;8890
300000950;1;1;201702;46656.96;4209
300000491;3;1;201702;16343.46;1477
300000805;6;1;201704;24674.6;1927
300000951;9;2;201605;17671.5;1632
300000805;2;1;201605;37160.8;3472
300000950;21;3;201614;42480.48;4142
300000491;15;3;201716;50076.34;2911
300000491;10;2;201716;717259.9;29393
300000805;6;1;201713;687005.6;26685
300000805;19;3;201712;36486.48;2812
300000443;7;1;201713;390208.27;15123
300000491;8;2;201702;13930.38;1219
300000951;15;3;201702;31299.44;2762
300000951;9;2;201701;28950.84;2905
300000491;12;2;201609;9892.11;1019
300000491;25;4;201602;35566.43;5259
300000491;24;4;201602;28709.93;3857
300000951;3;1;201603;6538.13;1053
300000951;1;1;201613;5029.93;514
300000805;1;1;201617;31387.43;3026
300000950;14;2;201502;87713.28;15262
300000805;15;3;201502;19908.33;4054
300000950;15;3;201502;30563.86;6259
300000951;9;2;201801;38538.73;2751
300000950;17;3;201716;83816.69;5398
300000951;8;2;201717;43213.73;3048
300000491;8;2;201717;47870.81;3199
300000950;15;3;201716;46258.19;2997
300000950;4;1;201607;5453.64;565
300000950;15;3;201616;84238.46;6349
300000950;18;3;201712;64893.34;5079
300000491;3;1;201712;15717.78;1170
300000443;18;3;201712;16822.9;1254
300000951;14;2;201617;314706.62;31868
300000951;1;1;201701;21698.25;2206
300000950;16;3;201615;91798.51;9437
300000805;21;3;201705;314551.98;25047
300000950;20;3;201705;316766.09;24791
300000951;16;3;201801;37004.83;2860
300000950;1;1;201802;53664.7;4047
300001309;1;1;201802;11607.19;863
300000951;3;1;201615;33440.34;3098
300000805;1;1;201513;4318.37;581
300000951;13;2;201712;71798.01;5203
300000491;11;2;201801;8714;586
300000805;17;3;201801;89857.46;6732
300000950;7;1;201801;22739.6;1684
300000491;14;2;201717;141046.36;9664
300000950;14;2;201717;220920.06;15475
300000491;7;1;201608;13028.55;1445
300000950;14;2;201507;31559.71;4327
300000491;3;1;201508;16858.18;2589
300000951;19;3;201601;8189.04;1249
300000443;13;2;201601;49902.3;7228
300000950;13;2;201601;46096.46;6865
300000951;14;2;201615;245563.19;23957
300000805;15;3;201615;25138.43;2506
300000951;2;1;201607;8535.78;888
300000805;10;2;201614;20848.98;1859
300000805;11;2;201516;12443.61;1544
300000805;13;2;201516;6246.2;729
300000491;20;3;201803;190741.47;14246
300000951;2;1;201803;9442.8;628
300000443;11;2;201803;11464.4;832
300000491;15;3;201803;61904.02;4038
300000951;20;3;201613;249255.49;20731
300000491;14;2;201613;46380.85;4160
300000491;6;1;201802;28835.86;2114
300001309;13;2;201802;165344.27;11914
300000950;13;2;201802;205043.83;15084
300000491;15;3;201802;23456.1;1643
300000950;12;2;201703;41592.42;2913
300000491;9;2;201604;24033.94;2663
300000950;20;3;201608;193962.01;21209
300000805;20;3;201608;34884.06;3871
300000443;14;2;201608;46559.06;5046
300000950;29;5;201602;111222.68;16026
300000443;1;1;201603;34202.92;5133
300000443;5;1;201612;9474.98;896
300000491;2;1;201615;11013.83;1050
300000951;9;2;201712;46205.66;3324
300000443;6;1;201717;11905.69;842
300000805;5;1;201514;8310.99;1194
300000951;13;2;201514;101691.33;15274
300000951;10;2;201602;16110.22;2024
300000805;22;4;201611;145540.97;13564
300000805;17;3;201510;20691.93;3648
300000491;17;3;201510;32987.37;5581
300000950;24;4;201714;69811.57;5087
300000950;9;2;201703;33029.99;2611
300000951;24;4;201802;52452.38;3767
300001309;27;4;201802;159796.95;11308
300000805;27;4;201802;305704;21385
300000491;27;4;201802;195069.89;13549
300000805;26;4;201702;26509.61;2220
300000951;7;1;201502;9213.83;1596
300000443;21;3;201501;45824.09;8004
300000950;20;3;201602;27151.28;3871
300000951;1;1;201603;15755.52;2314
300000443;7;1;201508;25331.3;4189
300000951;15;3;201508;18991.66;3205
300000443;17;3;201515;16499.66;2516
300000950;10;2;201608;18652.43;1989
300000951;21;3;201801;153471.97;11686
300001309;21;3;201801;97868.22;7530
300000950;13;2;201614;95920.63;8415
300000443;13;2;201614;91987.55;8166
300001309;21;3;201708;35567.69;3466
300001309;10;2;201706;18070.06;1468
300000805;8;2;201717;30937.85;2197
300000443;24;4;201702;102702.24;8983
300000951;3;1;201703;20342.8;1651
300001309;1;1;201712;41415.69;3206
300001309;15;3;201715;46621.45;3382
300000951;6;1;201704;10933.42;882
300000950;10;2;201705;18996.71;1539
300000951;15;3;201705;40840.6;3116
300000805;8;2;201607;12870.65;1248
300000951;11;2;201512;5034.18;820
300000951;16;3;201613;48950.96;4020
300000443;10;2;201517;32192.34;3906
300001309;10;2;201714;38768.28;2760
300000951;2;1;201508;5657.28;886
300001309;15;3;201716;30802.15;1882
300000443;10;2;201609;29418.71;2872
300000951;9;2;201516;19987.67;2418
300000950;15;3;201714;77597.32;5658
300000443;22;4;201714;32364.28;2373
300000805;16;3;201701;31124.46;3196
300000443;20;3;201702;13911.4;1153
300000950;21;3;201702;46946.94;3977
300000951;21;3;201601;47425.56;7244
300000805;6;1;201611;10306.38;988
300000443;15;3;201505;28258.07;4906
300001309;16;3;201714;7210.18;618
300000951;25;4;201714;37586.47;2747
300000443;9;2;201617;88246.55;8720
300000491;7;1;201601;24710.82;3755
300000950;;;201517;1508.16;178
300000443;7;1;201601;31818.16;4282
300001309;15;3;201712;45653.42;3496
300000443;13;2;201705;50775.3;4086
300000951;27;4;201509;83556.96;13056
300000950;21;3;201509;40340.72;6439
300000491;22;4;201509;23363.8;3725
300000805;9;2;201704;25733.87;2134
300000491;1;1;201705;15711;1266
300000443;19;3;201712;19423.56;1448
300000951;12;2;201713;12681.62;843
300000951;12;2;201712;31195.57;2260
300000491;10;2;201615;38027.48;3787
300000805;15;3;201504;27900.44;4844
300000950;8;2;201801;127730.13;7702
300000491;13;2;201704;35049.14;2912
300000805;5;1;201704;27466.91;2203
300000491;6;1;201613;1692.5;147
300000950;21;3;201714;39858.22;2933
300000950;1;1;201714;65963.27;4759
300000443;7;1;201704;35549.62;2555
300001309;17;3;201801;45028.07;3364
300000443;14;2;201714;99837.14;6879
300000443;20;3;201703;51047.23;4082
300000491;18;3;201616;25544.32;1914
300000805;18;3;201616;58667.68;4581
300000443;20;3;201616;217831.43;16966
300000951;6;1;201617;22480.19;2118
300000443;21;3;201607;121876.74;11295
300000805;4;1;201603;10069.06;1482
300000443;;;201602;3575.51;434
300000951;16;3;201611;37898.36;3471
300000491;10;2;201611;15687.46;1466
300000443;9;2;201611;12008.19;1188
300000951;2;1;201504;4280.64;736
300000950;20;3;201503;114970.8;21579
300000951;6;1;201501;6216.34;1122
300000805;25;4;201703;6392.31;511
300000805;1;1;201705;36630.9;2947
300000805;8;2;201803;28940.09;2066
300000951;9;2;201611;23849.51;2309
300000443;9;2;201516;16705.4;2111
300000491;18;3;201711;43528.36;3394
300000951;13;2;201713;69558.51;4497
300000805;20;3;201711;361417.96;29341
300000950;3;1;201608;21921.98;2319
300000491;4;1;201608;10676.05;1136
300000491;20;3;201514;3352.11;484
300001309;14;2;201803;28480.1;1936
300000443;19;3;201514;8455.44;1268
300000950;7;1;201513;100928.75;8221
300000491;3;1;201515;13111.29;1901
300000951;9;2;201617;20152.02;1924
300000951;17;3;201517;37339.3;4626
300000805;14;2;201517;36826.49;4824
300000951;20;3;201606;175854.01;18006
300000491;15;3;201601;28520.93;4065
300000805;15;3;201601;31898.65;4667
300000805;19;3;201603;110662.83;15588
300000951;6;1;201604;13072.93;1620
300000950;1;1;201604;45948.71;5589
300000805;16;3;201513;22053.07;2292
300000950;15;3;201507;49808.35;7008
300000443;7;1;201507;24759.98;2513
300000443;14;2;201707;49469.17;2636
300000491;20;3;201707;231902.88;17049
300000951;20;3;201707;204104.13;14886
300000805;21;3;201707;18128.33;1342
300000951;22;4;201502;7746.01;1492
300000443;;;201711;5059.6;415
300000950;3;1;201710;14149.29;1141
300001309;15;3;201709;39243.83;3144
300000443;6;1;201701;35081;3688
300000805;15;3;201515;25604.07;3646
300000951;18;3;201603;20579.96;2917
300000491;7;1;201505;12587.28;1675
300001309;1;1;201707;12521.26;1003
300000950;15;3;201713;89778.45;6148
300000443;17;3;201712;34303.76;2913
300000951;17;3;201712;65760.99;5064
300000951;20;3;201605;123528.88;12463
300000805;4;1;201502;9676.02;1685
300000951;12;2;201502;8277.74;1501
300000443;4;1;201502;7430.31;1289
300000491;6;1;201706;20189.26;1567
300000951;18;3;201615;1456.19;104
300000805;22;4;201610;1262.8;131
300000950;1;1;201611;59628.51;5629
300000491;7;1;201515;29989.02;4221
300000950;7;1;201610;34566.72;3474
300000951;6;1;201506;10191.04;1671
300000805;23;4;201702;45628.81;3924
300000443;1;1;201511;56225.16;8236
300000443;9;2;201603;17495.11;2614
300000950;6;1;201606;23897.7;2407
300000951;16;3;201606;40176.8;4078
300000443;10;2;201606;35361.63;3634
300000491;7;1;201602;28362.1;3580
300000443;14;2;201514;84810.12;12129
300000805;16;3;201514;23523.19;3042
300000491;8;2;201701;16774.18;1595
300000951;16;3;201616;43138.15;3088
300000491;9;2;201616;27449.88;2405
300000951;17;3;201616;121089.25;9061
300000805;15;3;201712;75630.36;5749
300000805;13;2;201711;25941.82;2066
300000805;21;3;201508;73655.36;12262
300000950;21;3;201508;77472.51;12812
300000491;9;2;201615;51703.21;4750
300000491;19;3;201706;33834.16;2646
300000491;12;2;201706;9385.7;757
300000950;12;2;201705;16438.89;1265
300000491;17;3;201604;62536;7609
300000951;6;1;201502;10106.01;1820
300000805;26;4;201602;11124.78;1562
300000805;27;4;201602;6156.52;956
300000443;21;3;201713;104983.02;7205
300000950;19;3;201713;61043.76;4207
300000805;16;3;201713;55610.74;4004
300000491;22;4;201615;23141.01;2264
300000951;7;1;201616;444893.85;21009
300000443;6;1;201616;665630.46;31408
300000491;7;1;201616;72950.89;4128
300000805;8;2;201616;34660.23;2535
300000491;21;3;201605;140110.39;13885
300000443;9;2;201803;8559.2;629
300000491;8;2;201715;58364.71;4087
300000443;8;2;201715;13070.7;933
300001309;13;2;201715;26365.6;1996
300001309;12;2;201711;27291.61;2218
300000951;24;4;201709;13442.34;1105
300000951;10;2;201714;71016.37;4916
300000443;20;3;201713;189147.73;13343
300000805;3;1;201803;8062.9;532
300000950;15;3;201603;35006.37;5220
300000805;20;3;201716;412953.38;25255
300000491;2;1;201611;18115.6;1658
300000951;8;2;201701;17261.6;1801
300000805;8;2;201611;22464.19;2086
300000491;8;2;201606;20036.91;2060
300000951;14;2;201606;25794.51;2637
300000805;17;3;201509;6639.64;1100
300000443;24;4;201509;39276.43;6403
300000443;16;3;201613;82629.39;6367
300000951;2;1;201614;2690.1;243
300000950;1;1;201715;70656.41;5291
300000950;6;1;201504;15247.22;2606
300000805;14;2;201514;89572.18;13907
300000951;20;3;201514;16160.1;2312
300000443;17;3;201708;62784.25;5471
300000443;9;2;201714;22845.9;1594
300000443;9;2;201605;12645.95;1262
300000950;8;2;201605;19785;2015
300000951;19;3;201801;35850.41;2678
300000443;6;1;201802;10787.41;822
300000805;6;1;201802;32816.99;2143
300000805;2;1;201709;21326.14;1745
300000491;11;2;201709;10993.13;917
300000443;6;1;201516;52894.88;5364
300000491;23;4;201514;40880.41;5642
300000951;1;1;201515;12862.17;1871
300000950;2;1;201506;14824.93;2282
300000805;3;1;201506;4050.16;651
300000443;21;3;201601;42889.83;6465
300000491;12;2;201602;11947.76;1606
300000805;8;2;201702;27183.82;2430
300000950;20;3;201516;107476.41;13641
300000951;7;1;201517;20963.63;2664
300000950;21;3;201516;94603.57;10900
300000805;10;2;201610;25160.44;2604
300000950;8;2;201607;43492.83;4010
300000491;9;2;201617;64020.4;6345
300000950;5;1;201601;6152.05;951
300000443;13;2;201617;272835.52;26491
300000951;15;3;201512;24176.11;3935
300000950;13;2;201703;39446.87;3036
300000491;5;1;201703;4955.67;396
300000951;10;2;201508;14906.12;2335
300000491;21;3;201703;32087.52;2596
300000950;11;2;201707;5410.2;380
300000951;13;2;201707;146509.72;7600
300000443;21;3;201707;59846.41;4302
300000805;7;1;201714;13427.7;977
300000491;17;3;201516;41334.03;5364
300000491;16;3;201516;34642.59;4576
300000951;20;3;201701;195313.9;20185
300000491;6;1;201515;3559.89;544
300000805;20;3;201505;17160.79;2888
300000950;10;2;201511;35769.14;6262
300000950;11;2;201514;11676.66;1644
300000805;11;2;201514;43263.13;6642
300000443;14;2;201802;53325.84;3838
300000805;15;3;201802;22966.3;1622
300000805;16;3;201709;92653.14;7522
300000951;16;3;201709;66259.12;5426
300000443;24;4;201703;2197.6;172
300000951;13;2;201704;39260.67;3233
300000805;8;2;201614;19341.2;1779
300000491;9;2;201614;34468.71;3119
300000951;15;3;201614;38633.63;3540
300000950;2;1;201706;24186.98;1562
300001309;11;2;201706;15195.42;1190
300000491;8;2;201511;21106.69;3753
300000950;4;1;201715;8916.4;695
300000443;19;3;201801;22131.21;1583
300000491;19;3;201801;26689.92;2018
300000950;21;3;201601;73897.2;10787
300000491;9;2;201710;48938.68;4017
300000951;16;3;201710;57195.86;4833
300000491;23;4;201709;16646.47;1283
300000443;9;2;201717;28717.77;1918
300000491;9;2;201717;39929.54;2721
300000951;12;2;201603;2628.5;405
300000805;22;4;201802;56795.41;4079
300000443;16;3;201617;6931.13;677
300000805;3;1;201701;11256.84;1008
300000443;1;1;201606;42454.1;4364
300000950;2;1;201606;18786.08;1877
300000491;12;2;201603;14716.02;2266
300000951;14;2;201603;27433.91;3879
300000443;6;1;201603;21704.06;2804
300000950;6;1;201707;174611.52;7161
300000443;22;4;201802;17841.59;1210
300000443;24;4;201614;57802.09;5456
300000950;26;4;201714;43947.62;3231
300000491;14;2;201510;28173.38;4709
300000950;7;1;201510;42535.87;7097
300000951;12;2;201506;14050.53;2214
300000950;6;1;201506;25542.99;4220
300000805;1;1;201502;10285.74;1796
300000491;2;1;201712;21639.79;1658
300000805;19;3;201707;30618.45;2252
300000950;12;2;201607;8281.67;780
300000443;28;4;201514;73488.58;10720
300000805;1;1;201515;21090.87;3090
300001309;14;2;201708;23935.54;2145
300000491;12;2;201707;10098.71;713
300000805;1;1;201516;6466.5;1094
300000805;16;3;201508;29913.15;4987
300000950;11;2;201508;20028.44;3167
300000951;9;2;201511;26311.16;3909
300000443;1;1;201709;17104.94;1371
300000491;6;1;201704;44389.76;3107
300000491;8;2;201704;11118.18;898
300000443;7;1;201706;16677.84;1326
300000950;23;4;201614;28968.27;2748
300000491;18;3;201505;24578.76;4114
300000950;16;3;201704;93161.64;7746
300000491;2;1;201605;22220.6;2176
300001309;6;1;201706;9629.54;773
300000491;15;3;201503;25396.72;4842
300001309;20;3;201714;12576.48;922
300000951;11;2;201706;15851.41;1260
300000491;18;3;201702;22656.99;1945
300000443;20;3;201711;152274.98;12304
300000950;10;2;201711;53397.1;4302
300000951;;;201711;19024.48;1510
300000491;20;3;201613;41963.72;3291
300000805;16;3;201712;39664.06;2966
300000805;10;2;201716;39658.78;2074
300000950;;;201715;1337;98
300000950;13;2;201501;30192.26;5754
300000951;18;3;201501;10469.5;1875
300000805;18;3;201515;12547.96;1815
300000951;9;2;201514;26269.5;3920
300000491;21;3;201701;187518.44;19729
300000805;17;3;201607;25180.9;2425
300000491;17;3;201607;43691.23;4170
300000950;16;3;201607;54301.14;5153
300000951;5;1;201717;11767.25;806
300000950;13;2;201516;28146.97;3553
300000951;28;4;201502;45663.38;9068
300000951;1;1;201503;7578.3;1481
300000443;21;3;201502;36041.61;7247
300000805;22;4;201502;24202.39;4879
300000443;11;2;201705;11902.1;978
300000805;18;3;201702;26393.31;2222
300000951;3;1;201503;4102.49;846
300000951;4;1;201601;7884.59;954
300000951;13;2;201612;62151.53;5587
300000805;12;2;201617;32616.67;3112
300000951;19;3;201705;23424.39;1867
300000443;14;2;201701;57972.02;5967
300000951;7;1;201613;14495.08;1322
300000491;1;1;201613;23069.99;2211
300000951;18;3;201614;3122;293
300000805;5;1;201515;3046.07;429
300000950;20;3;201509;33639.72;5309
300000443;10;2;201604;26872.52;2987
